year,siteID,miss,miss45
2006,CN-Cng,TRUE,TRUE
2011,CN-Cng,TRUE,TRUE
2012,CN-Cng,TRUE,TRUE
2013,CN-Cng,TRUE,TRUE
2014,CN-Cng,TRUE,TRUE
2004,CN-Dan,FALSE,FALSE
2005,CN-Dan,FALSE,FALSE
2001,CN-Dan,TRUE,TRUE
2002,CN-Dan,TRUE,TRUE
2003,CN-Dan,TRUE,TRUE
2006,CN-Dan,TRUE,TRUE
2007,CN-Dan,TRUE,TRUE
2008,CN-Dan,TRUE,TRUE
2009,CN-Dan,TRUE,TRUE
2010,CN-Dan,TRUE,TRUE
2011,CN-Dan,TRUE,TRUE
2012,CN-Dan,TRUE,TRUE
2013,CN-Dan,TRUE,TRUE
2014,CN-Dan,TRUE,TRUE
2003,CN-Din,FALSE,FALSE
2004,CN-Din,FALSE,FALSE
2005,CN-Din,FALSE,FALSE
2001,CN-Din,TRUE,TRUE
2002,CN-Din,TRUE,TRUE
2006,CN-Din,TRUE,TRUE
2007,CN-Din,TRUE,TRUE
2008,CN-Din,TRUE,TRUE
2009,CN-Din,TRUE,TRUE
2010,CN-Din,TRUE,TRUE
2011,CN-Din,TRUE,TRUE
2012,CN-Din,TRUE,TRUE
2013,CN-Din,TRUE,TRUE
2014,CN-Din,TRUE,TRUE
2006,CN-Du2,TRUE,TRUE
2007,CN-Du2,FALSE,FALSE
2008,CN-Du2,FALSE,FALSE
2001,CN-Du2,TRUE,TRUE
2002,CN-Du2,TRUE,TRUE
2003,CN-Du2,TRUE,TRUE
2004,CN-Du2,TRUE,TRUE
2005,CN-Du2,TRUE,TRUE
2009,CN-Du2,TRUE,TRUE
2010,CN-Du2,TRUE,TRUE
2011,CN-Du2,TRUE,TRUE
2012,CN-Du2,TRUE,TRUE
2013,CN-Du2,TRUE,TRUE
2014,CN-Du2,TRUE,TRUE
2003,CN-Ha2,FALSE,FALSE
2004,CN-Ha2,FALSE,FALSE
2005,CN-Ha2,FALSE,FALSE
2001,CN-Ha2,TRUE,TRUE
2002,CN-Ha2,TRUE,TRUE
2006,CN-Ha2,TRUE,TRUE
2007,CN-Ha2,TRUE,TRUE
2008,CN-Ha2,TRUE,TRUE
2009,CN-Ha2,TRUE,TRUE
2010,CN-Ha2,TRUE,TRUE
2011,CN-Ha2,TRUE,TRUE
2012,CN-Ha2,TRUE,TRUE
2013,CN-Ha2,TRUE,TRUE
2014,CN-Ha2,TRUE,TRUE
2002,CN-HaM,FALSE,FALSE
2003,CN-HaM,FALSE,FALSE
2004,CN-HaM,FALSE,FALSE
2001,CN-HaM,TRUE,TRUE
2005,CN-HaM,TRUE,TRUE
2006,CN-HaM,TRUE,TRUE
2007,CN-HaM,TRUE,TRUE
2008,CN-HaM,TRUE,TRUE
2009,CN-HaM,TRUE,TRUE
2010,CN-HaM,TRUE,TRUE
2011,CN-HaM,TRUE,TRUE
2012,CN-HaM,TRUE,TRUE
2013,CN-HaM,TRUE,TRUE
2014,CN-HaM,TRUE,TRUE
2003,CN-Qia,FALSE,FALSE
2004,CN-Qia,FALSE,FALSE
2005,CN-Qia,FALSE,FALSE
2001,CN-Qia,TRUE,TRUE
2002,CN-Qia,TRUE,TRUE
2006,CN-Qia,TRUE,TRUE
2007,CN-Qia,TRUE,TRUE
2008,CN-Qia,TRUE,TRUE
2009,CN-Qia,TRUE,TRUE
2010,CN-Qia,TRUE,TRUE
2011,CN-Qia,TRUE,TRUE
2012,CN-Qia,TRUE,TRUE
2013,CN-Qia,TRUE,TRUE
2014,CN-Qia,TRUE,TRUE
2010,CN-Sw2,FALSE,FALSE
2011,CN-Sw2,FALSE,FALSE
2012,CN-Sw2,FALSE,FALSE
2001,CN-Sw2,TRUE,TRUE
2002,CN-Sw2,TRUE,TRUE
2003,CN-Sw2,TRUE,TRUE
2004,CN-Sw2,TRUE,TRUE
2005,CN-Sw2,TRUE,TRUE
2006,CN-Sw2,TRUE,TRUE
2007,CN-Sw2,TRUE,TRUE
2008,CN-Sw2,TRUE,TRUE
2009,CN-Sw2,TRUE,TRUE
2013,CN-Sw2,TRUE,TRUE
2014,CN-Sw2,TRUE,TRUE
2004,CZ-BK1,FALSE,FALSE
2005,CZ-BK1,FALSE,FALSE
2006,CZ-BK1,FALSE,FALSE
2007,CZ-BK1,FALSE,FALSE
2008,CZ-BK1,FALSE,FALSE
2001,CZ-BK1,TRUE,TRUE
2002,CZ-BK1,TRUE,TRUE
2003,CZ-BK1,TRUE,TRUE
2009,CZ-BK1,TRUE,TRUE
2010,CZ-BK1,TRUE,TRUE
2011,CZ-BK1,TRUE,TRUE
2012,CZ-BK1,TRUE,TRUE
2013,CZ-BK1,TRUE,TRUE
2014,CZ-BK1,TRUE,TRUE
2004,CZ-BK2,TRUE,TRUE
2005,CZ-BK2,TRUE,TRUE
2006,CZ-BK2,FALSE,FALSE
2001,CZ-BK2,TRUE,TRUE
2002,CZ-BK2,TRUE,TRUE
2003,CZ-BK2,TRUE,TRUE
2007,CZ-BK2,TRUE,TRUE
2008,CZ-BK2,TRUE,TRUE
2009,CZ-BK2,TRUE,TRUE
2010,CZ-BK2,TRUE,TRUE
2011,CZ-BK2,TRUE,TRUE
2012,CZ-BK2,TRUE,TRUE
2013,CZ-BK2,TRUE,TRUE
2014,CZ-BK2,TRUE,TRUE
2006,CZ-wet,FALSE,FALSE
2007,CZ-wet,FALSE,FALSE
2008,CZ-wet,FALSE,FALSE
2009,CZ-wet,FALSE,FALSE
2010,CZ-wet,FALSE,FALSE
2011,CZ-wet,FALSE,FALSE
2012,CZ-wet,FALSE,FALSE
2013,CZ-wet,FALSE,FALSE
2014,CZ-wet,FALSE,FALSE
2001,CZ-wet,TRUE,TRUE
2002,CZ-wet,TRUE,TRUE
2003,CZ-wet,TRUE,TRUE
2004,CZ-wet,TRUE,TRUE
2005,CZ-wet,TRUE,TRUE
2009,DE-Akm,FALSE,FALSE
2010,DE-Akm,FALSE,FALSE
2011,DE-Akm,FALSE,FALSE
2012,DE-Akm,FALSE,FALSE
2013,DE-Akm,FALSE,FALSE
2014,DE-Akm,FALSE,FALSE
2001,DE-Akm,TRUE,TRUE
2002,DE-Akm,TRUE,TRUE
2003,DE-Akm,TRUE,TRUE
2004,DE-Akm,TRUE,TRUE
2005,DE-Akm,TRUE,TRUE
2006,DE-Akm,TRUE,TRUE
2007,DE-Akm,TRUE,TRUE
2008,DE-Akm,TRUE,TRUE
2001,DE-Geb,FALSE,FALSE
2002,DE-Geb,FALSE,FALSE
2003,DE-Geb,FALSE,FALSE
2004,DE-Geb,FALSE,FALSE
2005,DE-Geb,FALSE,FALSE
2006,DE-Geb,FALSE,FALSE
2007,DE-Geb,FALSE,FALSE
2008,DE-Geb,FALSE,FALSE
2009,DE-Geb,FALSE,FALSE
2010,DE-Geb,FALSE,FALSE
2011,DE-Geb,FALSE,FALSE
2012,DE-Geb,FALSE,FALSE
2013,DE-Geb,FALSE,FALSE
2014,DE-Geb,FALSE,FALSE
2004,DE-Gri,FALSE,FALSE
2005,DE-Gri,FALSE,FALSE
2006,DE-Gri,FALSE,FALSE
2007,DE-Gri,FALSE,FALSE
2008,DE-Gri,FALSE,FALSE
2009,DE-Gri,FALSE,FALSE
2010,DE-Gri,FALSE,FALSE
2011,DE-Gri,FALSE,FALSE
2012,DE-Gri,FALSE,FALSE
2013,DE-Gri,FALSE,FALSE
2014,DE-Gri,FALSE,FALSE
2001,DE-Gri,TRUE,TRUE
2002,DE-Gri,TRUE,TRUE
2003,DE-Gri,TRUE,TRUE
2001,DE-Hai,FALSE,FALSE
2002,DE-Hai,FALSE,FALSE
2003,DE-Hai,FALSE,FALSE
2004,DE-Hai,FALSE,FALSE
2005,DE-Hai,FALSE,FALSE
2006,DE-Hai,FALSE,FALSE
2007,DE-Hai,FALSE,FALSE
2008,DE-Hai,FALSE,FALSE
2009,DE-Hai,FALSE,FALSE
2010,DE-Hai,FALSE,FALSE
2011,DE-Hai,FALSE,FALSE
2012,DE-Hai,FALSE,FALSE
2013,DE-Hai,TRUE,TRUE
2014,DE-Hai,TRUE,TRUE
2004,DE-Kli,FALSE,FALSE
2005,DE-Kli,FALSE,FALSE
2006,DE-Kli,FALSE,FALSE
2007,DE-Kli,FALSE,FALSE
2008,DE-Kli,FALSE,FALSE
2009,DE-Kli,FALSE,FALSE
2010,DE-Kli,FALSE,FALSE
2011,DE-Kli,FALSE,FALSE
2012,DE-Kli,FALSE,FALSE
2013,DE-Kli,FALSE,FALSE
2014,DE-Kli,FALSE,FALSE
2001,DE-Kli,TRUE,TRUE
2002,DE-Kli,TRUE,TRUE
2003,DE-Kli,TRUE,TRUE
2009,DE-Lkb,FALSE,FALSE
2010,DE-Lkb,FALSE,FALSE
2011,DE-Lkb,FALSE,FALSE
2012,DE-Lkb,FALSE,FALSE
2013,DE-Lkb,FALSE,FALSE
2001,DE-Lkb,TRUE,TRUE
2002,DE-Lkb,TRUE,TRUE
2003,DE-Lkb,TRUE,TRUE
2004,DE-Lkb,TRUE,TRUE
2005,DE-Lkb,TRUE,TRUE
2006,DE-Lkb,TRUE,TRUE
2007,DE-Lkb,TRUE,TRUE
2008,DE-Lkb,TRUE,TRUE
2014,DE-Lkb,TRUE,TRUE
2008,DE-Obe,FALSE,FALSE
2009,DE-Obe,FALSE,FALSE
2010,DE-Obe,FALSE,FALSE
2011,DE-Obe,FALSE,FALSE
2012,DE-Obe,FALSE,FALSE
2013,DE-Obe,FALSE,FALSE
2014,DE-Obe,FALSE,FALSE
2001,DE-Obe,TRUE,TRUE
2002,DE-Obe,TRUE,TRUE
2003,DE-Obe,TRUE,TRUE
2004,DE-Obe,TRUE,TRUE
2005,DE-Obe,TRUE,TRUE
2006,DE-Obe,TRUE,TRUE
2007,DE-Obe,TRUE,TRUE
2011,DE-RuR,FALSE,FALSE
2012,DE-RuR,FALSE,FALSE
2013,DE-RuR,FALSE,FALSE
2014,DE-RuR,FALSE,FALSE
2001,DE-RuR,TRUE,TRUE
2002,DE-RuR,TRUE,TRUE
2003,DE-RuR,TRUE,TRUE
2004,DE-RuR,TRUE,TRUE
2005,DE-RuR,TRUE,TRUE
2006,DE-RuR,TRUE,TRUE
2007,DE-RuR,TRUE,TRUE
2008,DE-RuR,TRUE,TRUE
2009,DE-RuR,TRUE,TRUE
2010,DE-RuR,TRUE,TRUE
2011,DE-RuS,FALSE,FALSE
2012,DE-RuS,FALSE,FALSE
2013,DE-RuS,FALSE,FALSE
2014,DE-RuS,FALSE,FALSE
2001,DE-RuS,TRUE,TRUE
2002,DE-RuS,TRUE,TRUE
2003,DE-RuS,TRUE,TRUE
2004,DE-RuS,TRUE,TRUE
2005,DE-RuS,TRUE,TRUE
2006,DE-RuS,TRUE,TRUE
2007,DE-RuS,TRUE,TRUE
2008,DE-RuS,TRUE,TRUE
2009,DE-RuS,TRUE,TRUE
2010,DE-RuS,TRUE,TRUE
2007,DE-Seh,FALSE,FALSE
2008,DE-Seh,FALSE,FALSE
2009,DE-Seh,FALSE,FALSE
2010,DE-Seh,FALSE,FALSE
2001,DE-Seh,TRUE,TRUE
2002,DE-Seh,TRUE,TRUE
2003,DE-Seh,TRUE,TRUE
2004,DE-Seh,TRUE,TRUE
2005,DE-Seh,TRUE,TRUE
2006,DE-Seh,TRUE,TRUE
2011,DE-Seh,TRUE,TRUE
2012,DE-Seh,TRUE,TRUE
2013,DE-Seh,TRUE,TRUE
2014,DE-Seh,TRUE,TRUE
2012,DE-SfN,FALSE,FALSE
2013,DE-SfN,FALSE,FALSE
2014,DE-SfN,FALSE,FALSE
2001,DE-SfN,TRUE,TRUE
2002,DE-SfN,TRUE,TRUE
2003,DE-SfN,TRUE,TRUE
2004,DE-SfN,TRUE,TRUE
2005,DE-SfN,TRUE,TRUE
2006,DE-SfN,TRUE,TRUE
2007,DE-SfN,TRUE,TRUE
2008,DE-SfN,TRUE,TRUE
2009,DE-SfN,TRUE,TRUE
2010,DE-SfN,TRUE,TRUE
2011,DE-SfN,TRUE,TRUE
2010,DE-Spw,FALSE,FALSE
2011,DE-Spw,FALSE,FALSE
2012,DE-Spw,FALSE,FALSE
2013,DE-Spw,FALSE,FALSE
2014,DE-Spw,FALSE,FALSE
2001,DE-Spw,TRUE,TRUE
2002,DE-Spw,TRUE,TRUE
2003,DE-Spw,TRUE,TRUE
2004,DE-Spw,TRUE,TRUE
2005,DE-Spw,TRUE,TRUE
2006,DE-Spw,TRUE,TRUE
2007,DE-Spw,TRUE,TRUE
2008,DE-Spw,TRUE,TRUE
2009,DE-Spw,TRUE,TRUE
2001,DE-Tha,FALSE,FALSE
2002,DE-Tha,FALSE,FALSE
2003,DE-Tha,FALSE,FALSE
2004,DE-Tha,FALSE,FALSE
2005,DE-Tha,FALSE,FALSE
2006,DE-Tha,FALSE,FALSE
2007,DE-Tha,FALSE,FALSE
2008,DE-Tha,FALSE,FALSE
2009,DE-Tha,FALSE,FALSE
2010,DE-Tha,FALSE,FALSE
2011,DE-Tha,FALSE,FALSE
2012,DE-Tha,FALSE,FALSE
2013,DE-Tha,FALSE,FALSE
2014,DE-Tha,FALSE,FALSE
2005,DK-Fou,FALSE,FALSE
2001,DK-Fou,TRUE,TRUE
2002,DK-Fou,TRUE,TRUE
2003,DK-Fou,TRUE,TRUE
2004,DK-Fou,TRUE,TRUE
2006,DK-Fou,TRUE,TRUE
2007,DK-Fou,TRUE,TRUE
2008,DK-Fou,TRUE,TRUE
2009,DK-Fou,TRUE,TRUE
2010,DK-Fou,TRUE,TRUE
2011,DK-Fou,TRUE,TRUE
2012,DK-Fou,TRUE,TRUE
2013,DK-Fou,TRUE,TRUE
2014,DK-Fou,TRUE,TRUE
2008,DK-NuF,FALSE,FALSE
2009,DK-NuF,FALSE,FALSE
2010,DK-NuF,FALSE,FALSE
2011,DK-NuF,FALSE,FALSE
2012,DK-NuF,FALSE,FALSE
2013,DK-NuF,FALSE,FALSE
2014,DK-NuF,FALSE,FALSE
2001,DK-NuF,TRUE,TRUE
2002,DK-NuF,TRUE,TRUE
2003,DK-NuF,TRUE,TRUE
2004,DK-NuF,TRUE,TRUE
2005,DK-NuF,TRUE,TRUE
2006,DK-NuF,TRUE,TRUE
2007,DK-NuF,TRUE,TRUE
2001,DK-Sor,FALSE,FALSE
2002,DK-Sor,FALSE,FALSE
2003,DK-Sor,FALSE,FALSE
2004,DK-Sor,FALSE,FALSE
2005,DK-Sor,FALSE,FALSE
2006,DK-Sor,FALSE,FALSE
2007,DK-Sor,FALSE,FALSE
2008,DK-Sor,FALSE,FALSE
2009,DK-Sor,FALSE,FALSE
2010,DK-Sor,FALSE,FALSE
2011,DK-Sor,FALSE,FALSE
2012,DK-Sor,FALSE,FALSE
2013,DK-Sor,FALSE,FALSE
2014,DK-Sor,FALSE,FALSE
2008,DK-ZaF,FALSE,FALSE
2009,DK-ZaF,FALSE,FALSE
2010,DK-ZaF,FALSE,FALSE
2011,DK-ZaF,FALSE,FALSE
2001,DK-ZaF,TRUE,TRUE
2002,DK-ZaF,TRUE,TRUE
2003,DK-ZaF,TRUE,TRUE
2004,DK-ZaF,TRUE,TRUE
2005,DK-ZaF,TRUE,TRUE
2006,DK-ZaF,TRUE,TRUE
2007,DK-ZaF,TRUE,TRUE
2012,DK-ZaF,TRUE,TRUE
2013,DK-ZaF,TRUE,TRUE
2014,DK-ZaF,TRUE,TRUE
2001,DK-ZaH,FALSE,FALSE
2002,DK-ZaH,FALSE,FALSE
2003,DK-ZaH,FALSE,FALSE
2004,DK-ZaH,FALSE,FALSE
2005,DK-ZaH,FALSE,FALSE
2006,DK-ZaH,FALSE,FALSE
2007,DK-ZaH,FALSE,FALSE
2008,DK-ZaH,FALSE,FALSE
2009,DK-ZaH,FALSE,FALSE
2010,DK-ZaH,FALSE,FALSE
2011,DK-ZaH,FALSE,FALSE
2012,DK-ZaH,FALSE,FALSE
2013,DK-ZaH,FALSE,FALSE
2014,DK-ZaH,FALSE,FALSE
2007,ES-LgS,FALSE,FALSE
2008,ES-LgS,FALSE,FALSE
2009,ES-LgS,FALSE,FALSE
2001,ES-LgS,TRUE,TRUE
2002,ES-LgS,TRUE,TRUE
2003,ES-LgS,TRUE,TRUE
2004,ES-LgS,TRUE,TRUE
2005,ES-LgS,TRUE,TRUE
2006,ES-LgS,TRUE,TRUE
2010,ES-LgS,TRUE,TRUE
2011,ES-LgS,TRUE,TRUE
2012,ES-LgS,TRUE,TRUE
2013,ES-LgS,TRUE,TRUE
2014,ES-LgS,TRUE,TRUE
2009,ES-Ln2,FALSE,FALSE
2001,ES-Ln2,TRUE,TRUE
2002,ES-Ln2,TRUE,TRUE
2003,ES-Ln2,TRUE,TRUE
2004,ES-Ln2,TRUE,TRUE
2005,ES-Ln2,TRUE,TRUE
2006,ES-Ln2,TRUE,TRUE
2007,ES-Ln2,TRUE,TRUE
2008,ES-Ln2,TRUE,TRUE
2010,ES-Ln2,TRUE,TRUE
2011,ES-Ln2,TRUE,TRUE
2012,ES-Ln2,TRUE,TRUE
2013,ES-Ln2,TRUE,TRUE
2014,ES-Ln2,TRUE,TRUE
2001,FI-Hyy,FALSE,FALSE
2002,FI-Hyy,FALSE,FALSE
2003,FI-Hyy,FALSE,FALSE
2004,FI-Hyy,FALSE,FALSE
2005,FI-Hyy,FALSE,FALSE
2006,FI-Hyy,FALSE,FALSE
2007,FI-Hyy,FALSE,FALSE
2008,FI-Hyy,FALSE,FALSE
2009,FI-Hyy,FALSE,FALSE
2010,FI-Hyy,FALSE,FALSE
2011,FI-Hyy,FALSE,FALSE
2012,FI-Hyy,FALSE,FALSE
2013,FI-Hyy,FALSE,FALSE
2014,FI-Hyy,FALSE,FALSE
2001,FI-Jok,FALSE,FALSE
2002,FI-Jok,FALSE,FALSE
2003,FI-Jok,FALSE,FALSE
2004,FI-Jok,TRUE,TRUE
2005,FI-Jok,TRUE,TRUE
2006,FI-Jok,TRUE,TRUE
2007,FI-Jok,TRUE,TRUE
2008,FI-Jok,TRUE,TRUE
2009,FI-Jok,TRUE,TRUE
2010,FI-Jok,TRUE,TRUE
2011,FI-Jok,TRUE,TRUE
2012,FI-Jok,TRUE,TRUE
2013,FI-Jok,TRUE,TRUE
2014,FI-Jok,TRUE,TRUE
2007,FI-Lom,FALSE,FALSE
2008,FI-Lom,FALSE,FALSE
2009,FI-Lom,FALSE,FALSE
2001,FI-Lom,TRUE,TRUE
2002,FI-Lom,TRUE,TRUE
2003,FI-Lom,TRUE,TRUE
2004,FI-Lom,TRUE,TRUE
2005,FI-Lom,TRUE,TRUE
2006,FI-Lom,TRUE,TRUE
2010,FI-Lom,TRUE,TRUE
2011,FI-Lom,TRUE,TRUE
2012,FI-Lom,TRUE,TRUE
2013,FI-Lom,TRUE,TRUE
2014,FI-Lom,TRUE,TRUE
2001,FI-Sod,FALSE,FALSE
2002,FI-Sod,FALSE,FALSE
2003,FI-Sod,FALSE,FALSE
2004,FI-Sod,FALSE,FALSE
2005,FI-Sod,FALSE,FALSE
2006,FI-Sod,FALSE,FALSE
2007,FI-Sod,FALSE,FALSE
2008,FI-Sod,FALSE,FALSE
2009,FI-Sod,FALSE,FALSE
2010,FI-Sod,FALSE,FALSE
2011,FI-Sod,FALSE,FALSE
2012,FI-Sod,FALSE,FALSE
2013,FI-Sod,FALSE,FALSE
2014,FI-Sod,FALSE,FALSE
2005,FR-Fon,FALSE,FALSE
2006,FR-Fon,FALSE,FALSE
2007,FR-Fon,FALSE,FALSE
2008,FR-Fon,FALSE,FALSE
2009,FR-Fon,FALSE,FALSE
2010,FR-Fon,FALSE,FALSE
2011,FR-Fon,FALSE,FALSE
2012,FR-Fon,FALSE,FALSE
2013,FR-Fon,FALSE,FALSE
2014,FR-Fon,FALSE,FALSE
2001,FR-Fon,TRUE,TRUE
2002,FR-Fon,TRUE,TRUE
2003,FR-Fon,TRUE,TRUE
2004,FR-Fon,TRUE,TRUE
2004,FR-Gri,FALSE,FALSE
2005,FR-Gri,FALSE,FALSE
2006,FR-Gri,FALSE,FALSE
2007,FR-Gri,FALSE,FALSE
2008,FR-Gri,FALSE,FALSE
2009,FR-Gri,FALSE,FALSE
2010,FR-Gri,FALSE,FALSE
2011,FR-Gri,FALSE,FALSE
2012,FR-Gri,FALSE,FALSE
2013,FR-Gri,FALSE,FALSE
2001,FR-Gri,TRUE,TRUE
2002,FR-Gri,TRUE,TRUE
2003,FR-Gri,TRUE,TRUE
2014,FR-Gri,TRUE,TRUE
2001,FR-LBr,FALSE,FALSE
2002,FR-LBr,FALSE,FALSE
2003,FR-LBr,FALSE,FALSE
2004,FR-LBr,FALSE,FALSE
2005,FR-LBr,FALSE,FALSE
2006,FR-LBr,FALSE,FALSE
2007,FR-LBr,FALSE,FALSE
2008,FR-LBr,FALSE,FALSE
2009,FR-LBr,TRUE,TRUE
2010,FR-LBr,TRUE,TRUE
2011,FR-LBr,TRUE,TRUE
2012,FR-LBr,TRUE,TRUE
2013,FR-LBr,TRUE,TRUE
2014,FR-LBr,TRUE,TRUE
2001,FR-Pue,FALSE,FALSE
2002,FR-Pue,FALSE,FALSE
2003,FR-Pue,FALSE,FALSE
2004,FR-Pue,FALSE,FALSE
2005,FR-Pue,FALSE,FALSE
2006,FR-Pue,FALSE,FALSE
2007,FR-Pue,FALSE,FALSE
2008,FR-Pue,FALSE,FALSE
2009,FR-Pue,FALSE,FALSE
2010,FR-Pue,FALSE,FALSE
2011,FR-Pue,FALSE,FALSE
2012,FR-Pue,FALSE,FALSE
2013,FR-Pue,FALSE,FALSE
2014,FR-Pue,FALSE,FALSE
2004,GF-Guy,FALSE,FALSE
2005,GF-Guy,FALSE,FALSE
2006,GF-Guy,FALSE,FALSE
2007,GF-Guy,FALSE,FALSE
2008,GF-Guy,FALSE,FALSE
2009,GF-Guy,FALSE,FALSE
2010,GF-Guy,FALSE,FALSE
2011,GF-Guy,FALSE,FALSE
2012,GF-Guy,FALSE,FALSE
2013,GF-Guy,FALSE,FALSE
2014,GF-Guy,FALSE,FALSE
2001,GF-Guy,TRUE,TRUE
2002,GF-Guy,TRUE,TRUE
2003,GF-Guy,TRUE,TRUE
2004,IT-BCi,FALSE,FALSE
2005,IT-BCi,FALSE,FALSE
2006,IT-BCi,FALSE,FALSE
2007,IT-BCi,FALSE,FALSE
2008,IT-BCi,FALSE,FALSE
2009,IT-BCi,FALSE,FALSE
2010,IT-BCi,FALSE,FALSE
2011,IT-BCi,FALSE,FALSE
2012,IT-BCi,FALSE,FALSE
2013,IT-BCi,FALSE,FALSE
2014,IT-BCi,FALSE,FALSE
2001,IT-BCi,TRUE,TRUE
2002,IT-BCi,TRUE,TRUE
2003,IT-BCi,TRUE,TRUE
2011,IT-CA1,FALSE,FALSE
2012,IT-CA1,FALSE,FALSE
2013,IT-CA1,FALSE,FALSE
2014,IT-CA1,FALSE,FALSE
2001,IT-CA1,TRUE,TRUE
2002,IT-CA1,TRUE,TRUE
2003,IT-CA1,TRUE,TRUE
2004,IT-CA1,TRUE,TRUE
2005,IT-CA1,TRUE,TRUE
2006,IT-CA1,TRUE,TRUE
2007,IT-CA1,TRUE,TRUE
2008,IT-CA1,TRUE,TRUE
2009,IT-CA1,TRUE,TRUE
2010,IT-CA1,TRUE,TRUE
2011,IT-CA2,FALSE,FALSE
2012,IT-CA2,FALSE,FALSE
2013,IT-CA2,FALSE,FALSE
2014,IT-CA2,FALSE,FALSE
2001,IT-CA2,TRUE,TRUE
2002,IT-CA2,TRUE,TRUE
2003,IT-CA2,TRUE,TRUE
2004,IT-CA2,TRUE,TRUE
2005,IT-CA2,TRUE,TRUE
2006,IT-CA2,TRUE,TRUE
2007,IT-CA2,TRUE,TRUE
2008,IT-CA2,TRUE,TRUE
2009,IT-CA2,TRUE,TRUE
2010,IT-CA2,TRUE,TRUE
2011,IT-CA3,FALSE,FALSE
2012,IT-CA3,FALSE,FALSE
2013,IT-CA3,FALSE,FALSE
2014,IT-CA3,FALSE,FALSE
2001,IT-CA3,TRUE,TRUE
2002,IT-CA3,TRUE,TRUE
2003,IT-CA3,TRUE,TRUE
2004,IT-CA3,TRUE,TRUE
2005,IT-CA3,TRUE,TRUE
2006,IT-CA3,TRUE,TRUE
2007,IT-CA3,TRUE,TRUE
2008,IT-CA3,TRUE,TRUE
2009,IT-CA3,TRUE,TRUE
2010,IT-CA3,TRUE,TRUE
2001,IT-Col,FALSE,FALSE
2002,IT-Col,FALSE,FALSE
2003,IT-Col,FALSE,FALSE
2004,IT-Col,FALSE,FALSE
2005,IT-Col,FALSE,FALSE
2006,IT-Col,FALSE,FALSE
2007,IT-Col,FALSE,FALSE
2008,IT-Col,FALSE,FALSE
2009,IT-Col,FALSE,FALSE
2010,IT-Col,FALSE,FALSE
2011,IT-Col,FALSE,FALSE
2012,IT-Col,FALSE,FALSE
2013,IT-Col,FALSE,FALSE
2014,IT-Col,FALSE,FALSE
2012,IT-Cp2,FALSE,FALSE
2013,IT-Cp2,FALSE,FALSE
2014,IT-Cp2,FALSE,FALSE
2001,IT-Cp2,TRUE,TRUE
2002,IT-Cp2,TRUE,TRUE
2003,IT-Cp2,TRUE,TRUE
2004,IT-Cp2,TRUE,TRUE
2005,IT-Cp2,TRUE,TRUE
2006,IT-Cp2,TRUE,TRUE
2007,IT-Cp2,TRUE,TRUE
2008,IT-Cp2,TRUE,TRUE
2009,IT-Cp2,TRUE,TRUE
2010,IT-Cp2,TRUE,TRUE
2011,IT-Cp2,TRUE,TRUE
2001,IT-Cpz,FALSE,FALSE
2002,IT-Cpz,FALSE,FALSE
2003,IT-Cpz,FALSE,FALSE
2004,IT-Cpz,FALSE,FALSE
2005,IT-Cpz,FALSE,FALSE
2006,IT-Cpz,FALSE,FALSE
2007,IT-Cpz,FALSE,FALSE
2008,IT-Cpz,FALSE,FALSE
2009,IT-Cpz,TRUE,TRUE
2010,IT-Cpz,TRUE,TRUE
2011,IT-Cpz,TRUE,TRUE
2012,IT-Cpz,TRUE,TRUE
2013,IT-Cpz,TRUE,TRUE
2014,IT-Cpz,TRUE,TRUE
2013,IT-Isp,FALSE,FALSE
2014,IT-Isp,FALSE,FALSE
2001,IT-Isp,TRUE,TRUE
2002,IT-Isp,TRUE,TRUE
2003,IT-Isp,TRUE,TRUE
2004,IT-Isp,TRUE,TRUE
2005,IT-Isp,TRUE,TRUE
2006,IT-Isp,TRUE,TRUE
2007,IT-Isp,TRUE,TRUE
2008,IT-Isp,TRUE,TRUE
2009,IT-Isp,TRUE,TRUE
2010,IT-Isp,TRUE,TRUE
2011,IT-Isp,TRUE,TRUE
2012,IT-Isp,TRUE,TRUE
2001,IT-La2,FALSE,FALSE
2002,IT-La2,FALSE,FALSE
2003,IT-La2,TRUE,TRUE
2004,IT-La2,TRUE,TRUE
2005,IT-La2,TRUE,TRUE
2006,IT-La2,TRUE,TRUE
2007,IT-La2,TRUE,TRUE
2008,IT-La2,TRUE,TRUE
2009,IT-La2,TRUE,TRUE
2010,IT-La2,TRUE,TRUE
2011,IT-La2,TRUE,TRUE
2012,IT-La2,TRUE,TRUE
2013,IT-La2,TRUE,TRUE
2014,IT-La2,TRUE,TRUE
2003,IT-Lav,FALSE,FALSE
2004,IT-Lav,FALSE,FALSE
2005,IT-Lav,FALSE,FALSE
2006,IT-Lav,FALSE,FALSE
2007,IT-Lav,FALSE,FALSE
2008,IT-Lav,FALSE,FALSE
2009,IT-Lav,FALSE,FALSE
2010,IT-Lav,FALSE,FALSE
2011,IT-Lav,FALSE,FALSE
2012,IT-Lav,FALSE,FALSE
2013,IT-Lav,FALSE,FALSE
2014,IT-Lav,FALSE,FALSE
2001,IT-Lav,TRUE,TRUE
2002,IT-Lav,TRUE,TRUE
2003,IT-MBo,FALSE,FALSE
2004,IT-MBo,FALSE,FALSE
