"","site","year","f_gup_1","m_gup_1","f_gup_2","m_gup_2","f_midgup_1","m_midgup_1","f_midgup_2","m_midgup_2","f_maturity_1","m_maturity_1","f_maturity_2","m_maturity_2","f_peak_1","m_peak_1","f_peak_2","m_peak_2","f_sene_1","m_sene_1","f_sene_2","m_sene_2","f_midgdown_1","m_midgdown_1","f_midgdown_2","m_midgdown_2","f_dormancy_1","m_dormancy_1","f_dormancy_2","m_dormancy_2","f_gppmin_1","m_EVImin_1","f_gppmin_2","m_EVImin_2","f_gppamp_1","m_EVIamp_1","f_gppamp_2","m_EVIamp_2","f_gpparea_1","m_EVIarea_1","f_gpparea_2","m_EVIarea_2","IGBP","miss","miss45"
"322","DK-Sor","2014",16131,16149,NA,NA,16190,16182,NA,NA,16215,16209,NA,NA,16230,16226,NA,NA,16246,16249,NA,NA,16321,16350,NA,NA,16361,16392,NA,NA,0,0.2368,NA,NA,17,0.4103,NA,NA,867.8,20.9,NA,NA,"DBF",FALSE,FALSE
"323","DK-ZaF","2009",14301,14386,NA,NA,14332,14413,NA,NA,14377,14433,NA,NA,14418,14447,NA,NA,14440,14461,NA,NA,14464,14484,NA,NA,14484,14507,NA,NA,0,0.1245,NA,NA,5,0.1854,NA,NA,429.5,7.7,NA,NA,"WET",FALSE,FALSE
"324","DK-ZaF","2010",14752,14773,NA,NA,14774,14789,NA,NA,14796,14806,NA,NA,14808,14817,NA,NA,14819,14833,NA,NA,14836,14857,NA,NA,14851,14871,NA,NA,0,0.1478,NA,NA,5,0.1765,NA,NA,194.9,5.3,NA,NA,"WET",FALSE,FALSE
"325","DK-ZaF","2011",15135,15137,NA,NA,15151,15153,NA,NA,15166,15171,NA,NA,15175,15182,NA,NA,15185,15196,NA,NA,15200,15221,NA,NA,15215,15243,NA,NA,0,0.148,NA,NA,5,0.1645,NA,NA,135.5,5,NA,NA,"WET",FALSE,FALSE
"326","FI-Hyy","2001",11421,11455,NA,NA,11454,11471,NA,NA,11503,11495,NA,NA,11524,11519,NA,NA,11544,11541,NA,NA,11574,11573,NA,NA,11612,11601,NA,NA,0,0.2422,NA,NA,8,0.1712,NA,NA,555.9,8.2,NA,NA,"ENF",FALSE,FALSE
"327","FI-Hyy","2002",11783,11806,NA,NA,11812,11829,NA,NA,11844,11850,NA,NA,11880,11864,NA,NA,11913,11884,NA,NA,11944,11957,NA,NA,11972,11992,NA,NA,0,0.2294,NA,NA,8,0.2502,NA,NA,587.6,9.5,NA,NA,"ENF",FALSE,FALSE
"328","FI-Hyy","2003",12157,12158,NA,NA,12186,12190,NA,NA,12217,12225,NA,NA,12252,12240,NA,NA,12274,12258,NA,NA,12308,12314,NA,NA,12339,12334,NA,NA,0,0.2212,NA,NA,8,0.2049,NA,NA,548.1,10.7,NA,NA,"ENF",FALSE,FALSE
"329","FI-Hyy","2004",12517,12542,NA,NA,12544,12558,NA,NA,12584,12577,NA,NA,12613,12594,NA,NA,12640,12632,NA,NA,12671,12685,NA,NA,12712,12724,NA,NA,0,0.2737,NA,NA,8,0.1546,NA,NA,558.4,5.7,NA,NA,"ENF",FALSE,FALSE
"330","FI-Hyy","2005",12879,12826,NA,NA,12916,12929,NA,NA,12948,12970,NA,NA,12965,12985,NA,NA,12986,13001,NA,NA,13039,13043,NA,NA,13080,13065,NA,NA,0,0.1884,NA,NA,8,0.2356,NA,NA,450.5,18.8,NA,NA,"ENF",FALSE,FALSE
"331","FI-Hyy","2006",13252,13274,NA,NA,13280,13294,NA,NA,13313,13325,NA,NA,13333,13342,NA,NA,13351,13373,NA,NA,13404,13437,NA,NA,13438,13467,NA,NA,0,0.2625,NA,NA,9,0.163,NA,NA,463.7,7.7,NA,NA,"ENF",FALSE,FALSE
"332","FI-Hyy","2007",13591,13581,NA,NA,13642,13650,NA,NA,13683,13673,NA,NA,13713,13686,NA,NA,13738,13698,NA,NA,13769,13765,NA,NA,13804,13799,NA,NA,0,0.2155,NA,NA,8,0.1991,NA,NA,607.1,10.7,NA,NA,"ENF",FALSE,FALSE
"333","FI-Hyy","2008",13975,14006,NA,NA,14000,14032,NA,NA,14042,14073,NA,NA,14063,14097,NA,NA,14082,14115,NA,NA,14138,14137,NA,NA,14173,14158,NA,NA,0,0.2569,NA,NA,8,0.1617,NA,NA,482.1,10.1,NA,NA,"ENF",FALSE,FALSE
"334","FI-Hyy","2009",14344,14374,NA,NA,14372,14393,NA,NA,14413,14425,NA,NA,14437,14444,NA,NA,14461,14464,NA,NA,14500,14509,NA,NA,14533,14549,NA,NA,0,0.2445,NA,NA,9,0.1731,NA,NA,605.9,8.8,NA,NA,"ENF",FALSE,FALSE
"335","FI-Hyy","2011",15074,15089,NA,NA,15101,15112,NA,NA,15141,15136,NA,NA,15164,15153,NA,NA,15192,15178,NA,NA,15229,15230,NA,NA,15269,15281,NA,NA,0,0.2322,NA,NA,10,0.1768,NA,NA,624.9,7.7,NA,NA,"ENF",FALSE,FALSE
"336","FI-Hyy","2012",15442,15467,NA,NA,15469,15485,NA,NA,15498,15502,NA,NA,15521,15514,NA,NA,15568,15537,NA,NA,15595,15605,NA,NA,15630,15632,NA,NA,0,0.2522,NA,NA,9,0.1531,NA,NA,494.5,4.9,NA,NA,"ENF",FALSE,FALSE
"337","FI-Hyy","2013",15813,15830,NA,NA,15837,15845,NA,NA,15864,15864,NA,NA,15884,15881,NA,NA,15902,15899,NA,NA,15955,15960,NA,NA,15993,15990,NA,NA,0,0.2586,NA,NA,11,0.19,NA,NA,541,7,NA,NA,"ENF",FALSE,FALSE
"338","FI-Hyy","2014",16165,16167,NA,NA,16204,16217,NA,NA,16242,16240,NA,NA,16265,16290,NA,NA,16287,16311,NA,NA,16327,16345,NA,NA,16359,16376,NA,NA,0,0.2293,NA,NA,10,0.1494,NA,NA,639.8,12.2,NA,NA,"ENF",FALSE,FALSE
"339","FI-Jok","2001",11473,11454,NA,NA,11489,11478,NA,NA,11505,11504,NA,NA,11515,11521,NA,NA,11526,11537,NA,NA,11545,11562,NA,NA,11567,11630,NA,NA,0,0.1477,NA,NA,7,0.4541,NA,NA,185.4,20.6,NA,NA,"CRO",FALSE,FALSE
"340","FI-Jok","2002",11800,11810,NA,NA,11826,11835,NA,NA,11874,11861,NA,NA,11886,11875,NA,NA,11897,11892,NA,NA,11931,11951,NA,NA,11966,11994,NA,NA,0,0.1521,NA,NA,6,0.52,NA,NA,303,22,NA,NA,"CRO",FALSE,FALSE
"341","FI-Jok","2003",12181,12180,NA,NA,12205,12203,NA,NA,12229,12243,NA,NA,12252,12259,NA,NA,12267,12274,NA,NA,12284,12301,NA,NA,12302,12349,NA,NA,0,0.144,NA,NA,8,0.4683,NA,NA,409.7,25.2,NA,NA,"CRO",FALSE,FALSE
"342","FI-Lom","2007",13656,13566,NA,NA,13676,13666,NA,NA,13698,13703,NA,NA,13712,13721,NA,NA,13727,13738,NA,NA,13749,13770,NA,NA,13768,13795,NA,NA,0,0.12,NA,NA,6,0.2498,NA,NA,231.7,20.3,NA,NA,"WET",FALSE,FALSE
"343","FI-Lom","2008",14032,14038,NA,NA,14050,14055,NA,NA,14067,14076,NA,NA,14079,14088,NA,NA,14092,14101,NA,NA,14113,14124,NA,NA,14135,14152,NA,NA,0,0.2154,NA,NA,7,0.2021,NA,NA,208,6.9,NA,NA,"WET",FALSE,FALSE
"344","FI-Lom","2009",14393,14402,NA,NA,14411,14413,NA,NA,14431,14429,NA,NA,14444,14453,NA,NA,14457,14477,NA,NA,14479,14507,NA,NA,14500,14577,NA,NA,0,0.2157,NA,NA,8,0.1621,NA,NA,261.2,6.5,NA,NA,"WET",FALSE,FALSE
"345","FI-Sod","2001",11445,11457,NA,NA,11478,11478,NA,NA,11501,11500,NA,NA,11516,11512,NA,NA,11533,11524,NA,NA,11566,11579,NA,NA,11605,11596,NA,NA,0,0.12,NA,NA,7,0.1263,NA,NA,296.9,4.5,NA,NA,"ENF",FALSE,FALSE
"346","FI-Sod","2002",11791,11814,NA,NA,11830,11837,NA,NA,11878,11864,NA,NA,11895,11892,NA,NA,11917,11911,NA,NA,11941,11950,NA,NA,11964,11976,NA,NA,0,0.1386,NA,NA,8,0.1494,NA,NA,517.6,8.4,NA,NA,"ENF",FALSE,FALSE
"347","FI-Sod","2003",12167,12176,NA,NA,12187,12199,NA,NA,12218,12226,NA,NA,12239,12240,NA,NA,12261,12255,NA,NA,12302,12313,NA,NA,12336,12347,NA,NA,0,0.1361,NA,NA,5,0.1437,NA,NA,283.9,6,NA,NA,"ENF",FALSE,FALSE
"348","FI-Sod","2004",12538,12544,NA,NA,12576,12577,NA,NA,12605,12613,NA,NA,12618,12627,NA,NA,12632,12645,NA,NA,12661,12684,NA,NA,12704,12710,NA,NA,0,0.1243,NA,NA,7,0.1985,NA,NA,328.5,10.3,NA,NA,"ENF",FALSE,FALSE
"349","FI-Sod","2005",12898,12932,NA,NA,12926,12946,NA,NA,12954,12972,NA,NA,12972,12990,NA,NA,13006,13006,NA,NA,13041,13027,NA,NA,13069,13063,NA,NA,0,0.12,NA,NA,6,0.2255,NA,NA,294.6,9.5,NA,NA,"ENF",FALSE,FALSE
"350","FI-Sod","2006",13263,13280,NA,NA,13295,13300,NA,NA,13323,13328,NA,NA,13341,13343,NA,NA,13359,13360,NA,NA,13390,13392,NA,NA,13424,13424,NA,NA,0,0.1429,NA,NA,7,0.1683,NA,NA,331.3,7.2,NA,NA,"ENF",FALSE,FALSE
"351","FI-Sod","2007",13630,13653,NA,NA,13656,13670,NA,NA,13698,13699,NA,NA,13728,13721,NA,NA,13744,13736,NA,NA,13768,13757,NA,NA,13799,13879,NA,NA,0,0.1424,NA,NA,5,0.163,NA,NA,382.7,8.1,NA,NA,"ENF",FALSE,FALSE
"352","FI-Sod","2008",13999,14022,NA,NA,14029,14039,NA,NA,14057,14070,NA,NA,14076,14088,NA,NA,14095,14102,NA,NA,14134,14121,NA,NA,14168,14139,NA,NA,0,0.12,NA,NA,5,0.1953,NA,NA,259.9,9.1,NA,NA,"ENF",FALSE,FALSE
"353","FI-Sod","2009",14360,14375,NA,NA,14383,14388,NA,NA,14438,14404,NA,NA,14454,14416,NA,NA,14469,14432,NA,NA,14499,14493,NA,NA,14529,14516,NA,NA,0,0.1553,NA,NA,5,0.1534,NA,NA,331.2,4.4,NA,NA,"ENF",FALSE,FALSE
"354","FI-Sod","2010",14732,14743,NA,NA,14758,14755,NA,NA,14789,14779,NA,NA,14806,14801,NA,NA,14823,14818,NA,NA,14852,14846,NA,NA,14890,14883,NA,NA,0,0.1261,NA,NA,7,0.1768,NA,NA,331.8,7.9,NA,NA,"ENF",FALSE,FALSE
"355","FI-Sod","2011",15092,15120,NA,NA,15121,15137,NA,NA,15152,15159,NA,NA,15167,15173,NA,NA,15182,15191,NA,NA,15218,15231,NA,NA,15259,15293,NA,NA,0,0.1826,NA,NA,7,0.1391,NA,NA,322.4,5.1,NA,NA,"ENF",FALSE,FALSE
"356","FI-Sod","2012",15465,15482,NA,NA,15489,15508,NA,NA,15517,15534,NA,NA,15536,15548,NA,NA,15560,15561,NA,NA,15592,15584,NA,NA,15621,15616,NA,NA,0,0.12,NA,NA,6,0.2079,NA,NA,301.3,8.8,NA,NA,"ENF",FALSE,FALSE
"357","FI-Sod","2013",15820,15839,NA,NA,15844,15856,NA,NA,15878,15880,NA,NA,15897,15895,NA,NA,15927,15913,NA,NA,15959,15953,NA,NA,15986,16071,NA,NA,0,0.1685,NA,NA,6,0.1463,NA,NA,334.8,5.7,NA,NA,"ENF",FALSE,FALSE
"358","FI-Sod","2014",16196,16208,NA,NA,16221,16224,NA,NA,16253,16245,NA,NA,16269,16260,NA,NA,16292,16275,NA,NA,16326,16328,NA,NA,16350,16365,NA,NA,0,0.1206,NA,NA,7,0.199,NA,NA,330.7,7.2,NA,NA,"ENF",FALSE,FALSE
"359","FR-Fon","2005",12887,12872,NA,NA,12911,12896,NA,NA,12935,12925,NA,NA,12952,12947,NA,NA,12979,12977,NA,NA,13032,13070,NA,NA,13088,13119,NA,NA,0,0.1826,NA,NA,13,0.4284,NA,NA,599.1,22.7,NA,NA,"DBF",FALSE,FALSE
"360","FR-Fon","2006",13250,13242,NA,NA,13274,13266,NA,NA,13303,13290,NA,NA,13326,13306,NA,NA,13347,13330,NA,NA,13419,13442,NA,NA,13457,13475,NA,NA,0,0.2004,NA,NA,12,0.4653,NA,NA,630,19.9,NA,NA,"DBF",FALSE,FALSE
"361","FR-Fon","2007",13606,13598,NA,NA,13626,13618,NA,NA,13651,13637,NA,NA,13673,13653,NA,NA,13699,13679,NA,NA,13775,13783,NA,NA,13807,13823,NA,NA,0,0.1806,NA,NA,14,0.5264,NA,NA,702.6,20.4,NA,NA,"DBF",FALSE,FALSE
"362","FR-Fon","2008",13987,13957,NA,NA,14010,13989,NA,NA,14038,14013,NA,NA,14056,14052,NA,NA,14078,14087,NA,NA,14134,14171,NA,NA,14170,14204,NA,NA,0,0.1922,NA,NA,13,0.4509,NA,NA,635.5,30.6,NA,NA,"DBF",FALSE,FALSE
"363","FR-Fon","2009",14343,14339,NA,NA,14367,14361,NA,NA,14403,14385,NA,NA,14429,14406,NA,NA,14457,14438,NA,NA,14505,14531,NA,NA,14545,14565,NA,NA,0,0.2066,NA,NA,11,0.4734,NA,NA,696.8,22.3,NA,NA,"DBF",FALSE,FALSE
"364","FR-Fon","2010",14711,14706,NA,NA,14736,14729,NA,NA,14761,14749,NA,NA,14805,14764,NA,NA,14827,14785,NA,NA,14877,14904,NA,NA,14909,14935,NA,NA,0,0.1934,NA,NA,11,0.5235,NA,NA,774,20.3,NA,NA,"DBF",FALSE,FALSE
"365","FR-Fon","2011",15068,15058,NA,NA,15086,15074,NA,NA,15106,15093,NA,NA,15122,15108,NA,NA,15144,15135,NA,NA,15235,15234,NA,NA,15273,15285,NA,NA,0,0.209,NA,NA,12,0.4775,NA,NA,452.8,16.9,NA,NA,"DBF",FALSE,FALSE
"366","FR-Fon","2012",15452,15429,NA,NA,15476,15451,NA,NA,15505,15472,NA,NA,15522,15486,NA,NA,15540,15503,NA,NA,15602,15637,NA,NA,15639,15661,NA,NA,0,0.1921,NA,NA,13,0.4299,NA,NA,659.5,18,NA,NA,"DBF",FALSE,FALSE
"367","FR-Fon","2013",15815,15807,NA,NA,15841,15828,NA,NA,15870,15852,NA,NA,15892,15868,NA,NA,15924,15899,NA,NA,15965,16002,NA,NA,16006,16038,NA,NA,0,0.2076,NA,NA,13,0.4946,NA,NA,676.6,20.5,NA,NA,"DBF",FALSE,FALSE
"368","FR-Fon","2014",16163,16152,NA,NA,16222,16173,NA,NA,16281,16196,NA,NA,16297,16213,NA,NA,16313,16243,NA,NA,16347,16344,NA,NA,16377,16382,NA,NA,0,0.1889,NA,NA,10,0.5046,NA,NA,747.5,22.1,NA,NA,"DBF",FALSE,FALSE
"369","FR-Gri","2004",12451,12383,NA,NA,12497,12493,NA,NA,12547,12523,NA,NA,12561,12541,NA,NA,12571,12567,NA,NA,12586,12593,NA,NA,12599,12632,NA,NA,1,0.183,NA,NA,11,0.3839,NA,NA,691.7,26.7,NA,NA,"CRO",FALSE,FALSE
"370","FR-Gri","2005",12938,12857,NA,NA,12954,12874,NA,NA,12971,12918,NA,NA,12982,12933,NA,NA,12997,12952,NA,NA,13024,13032,NA,NA,13044,13055,NA,NA,0,0.2181,NA,NA,16,0.2151,NA,NA,497.3,11.6,NA,NA,"CRO",FALSE,FALSE
"371","FR-Gri","2006",13224,13218,NA,NA,13246,13243,NA,NA,13269,13279,NA,NA,13284,13294,NA,NA,13299,13308,NA,NA,13320,13326,NA,NA,13337,13341,NA,NA,0,0.1645,NA,NA,13,0.4653,NA,NA,557.2,26,NA,NA,"CRO",FALSE,FALSE
"372","FR-Gri","2007",13555,13471,NA,NA,13597,13556,NA,NA,13619,13619,NA,NA,13632,13636,NA,NA,13646,13656,NA,NA,13666,13688,NA,NA,13681,13788,NA,NA,1,0.2599,NA,NA,12,0.3525,NA,NA,552.2,31.3,NA,NA,"CRO",FALSE,FALSE
"373","FR-Gri","2008",13954,13923,NA,NA,14043,13949,NA,NA,14061,14002,NA,NA,14074,14032,NA,NA,14090,14053,NA,NA,14115,14105,NA,NA,14139,14148,NA,NA,1,0.2036,NA,NA,15,0.3393,NA,NA,701.6,27.3,NA,NA,"CRO",FALSE,FALSE
"374","FR-Gri","2009",14313,14283,NA,NA,14344,14329,NA,NA,14368,14358,NA,NA,14384,14373,NA,NA,14399,14407,NA,NA,14421,14444,NA,NA,14438,14491,NA,NA,1,0.1241,NA,NA,15,0.3998,NA,NA,670.2,20.6,NA,NA,"CRO",FALSE,FALSE
"375","FR-Gri","2010",14662,14583,NA,NA,14698,14694,NA,NA,14722,14717,NA,NA,14749,14735,NA,NA,14770,14756,NA,NA,14791,14792,NA,NA,14808,14818,NA,NA,0,0.1597,NA,NA,13,0.3803,NA,NA,716.7,21.9,NA,NA,"CRO",FALSE,FALSE
"376","FR-Gri","2011",15093,15038,NA,NA,15135,15063,NA,NA,15157,15094,NA,NA,15186,15202,NA,NA,15203,15214,NA,NA,15220,15228,NA,NA,15235,15243,NA,NA,1,0.1803,NA,NA,14,0.2443,NA,NA,858.6,29.8,NA,NA,"CRO",FALSE,FALSE
"377","FR-Gri","2012",15395,15401,NA,NA,15429,15422,NA,NA,15465,15466,NA,NA,15483,15482,NA,NA,15498,15503,NA,NA,15519,15532,NA,NA,15536,15593,NA,NA,0,0.2112,NA,NA,11,0.29,NA,NA,657.9,15.6,NA,NA,"CRO",FALSE,FALSE
"378","FR-Gri","2013",15788,15794,NA,NA,15810,15808,NA,NA,15835,15829,NA,NA,15860,15847,NA,NA,15875,15871,NA,NA,15894,15901,NA,NA,15909,15916,NA,NA,0,0.12,NA,NA,11,0.4279,NA,NA,593.1,16.5,NA,NA,"CRO",FALSE,FALSE
"379","FR-LBr","2001",11368,11438,NA,NA,11447,11457,NA,NA,11482,11485,NA,NA,11503,11513,NA,NA,11526,11545,NA,NA,11560,11595,NA,NA,11660,11649,NA,NA,2,0.2509,NA,NA,10,0.1379,NA,NA,717.9,8.4,NA,NA,"ENF",FALSE,FALSE
"380","FR-LBr","2003",12070,12164,NA,NA,12134,12187,NA,NA,12192,12212,NA,NA,12212,12232,NA,NA,12230,12251,NA,NA,12265,12285,NA,NA,12359,12355,NA,NA,0,0.2314,NA,NA,8,0.2257,NA,NA,633.6,10.9,NA,NA,"ENF",FALSE,FALSE
"381","FR-LBr","2004",12459,12531,NA,NA,12523,12557,NA,NA,12569,12585,NA,NA,12591,12610,NA,NA,12623,12636,NA,NA,12691,12711,NA,NA,12738,12754,NA,NA,2,0.2456,NA,NA,7,0.1977,NA,NA,575.8,11,NA,NA,"ENF",FALSE,FALSE
"382","FR-LBr","2005",12846,12892,NA,NA,12873,12915,NA,NA,12913,12951,NA,NA,12930,12972,NA,NA,12948,12990,NA,NA,12988,13020,NA,NA,13101,13123,NA,NA,2,0.2189,NA,NA,5,0.1622,NA,NA,277.2,9.3,NA,NA,"ENF",FALSE,FALSE
"383","FR-LBr","2006",13209,13245,NA,NA,13258,13267,NA,NA,13301,13310,NA,NA,13318,13337,NA,NA,13333,13362,NA,NA,13356,13479,NA,NA,13469,13510,NA,NA,1,0.1977,NA,NA,7,0.1312,NA,NA,440.5,8.9,NA,NA,"ENF",FALSE,FALSE
"384","FR-LBr","2007",13571,13578,NA,NA,13628,13640,NA,NA,13678,13674,NA,NA,13697,13696,NA,NA,13719,13723,NA,NA,13782,13785,NA,NA,13827,13830,NA,NA,2,0.1668,NA,NA,9,0.3091,NA,NA,630.4,20.1,NA,NA,"ENF",FALSE,FALSE
"385","FR-LBr","2008",13911,14010,NA,NA,13982,14030,NA,NA,14018,14052,NA,NA,14065,14068,NA,NA,14082,14083,NA,NA,14151,14164,NA,NA,14198,14202,NA,NA,2,0.2275,NA,NA,8,0.2266,NA,NA,712.1,9.5,NA,NA,"ENF",FALSE,FALSE
"386","FR-Pue","2001",11353,11370,NA,NA,11385,11426,NA,NA,11462,11476,NA,NA,11484,11498,NA,NA,11499,11519,NA,NA,11522,11590,NA,NA,11654,11616,NA,NA,2,0.2744,NA,NA,5,0.1449,NA,NA,454.2,11.1,NA,NA,"EBF",FALSE,FALSE
"387","FR-Pue","2002",11719,11779,NA,NA,11772,11810,NA,NA,11827,11838,NA,NA,11841,11860,NA,NA,11854,11893,NA,NA,11964,11985,NA,NA,12009,12028,NA,NA,2,0.2959,NA,NA,6,0.1349,NA,NA,424.4,7.2,NA,NA,"EBF",FALSE,FALSE
"388","FR-Pue","2003",12085,12074,NA,NA,12132,12170,NA,NA,12188,12202,NA,NA,12208,12218,NA,NA,12225,12236,NA,NA,12246,12317,NA,NA,12263,12351,NA,NA,2,0.2704,NA,NA,5,0.1429,NA,NA,334.4,10.9,NA,NA,"EBF",FALSE,FALSE
"389","FR-Pue","2004",12453,12517,NA,NA,12512,12550,NA,NA,12565,12572,NA,NA,12580,12586,NA,NA,12594,12602,NA,NA,12686,12667,NA,NA,12720,12700,NA,NA,2,0.2975,NA,NA,5,0.1208,NA,NA,357.5,5,NA,NA,"EBF",FALSE,FALSE
"390","FR-Pue","2008",13900,13955,NA,NA,13992,14009,NA,NA,14040,14032,NA,NA,14053,14049,NA,NA,14067,14070,NA,NA,14092,14134,NA,NA,14199,14165,NA,NA,2,0.3174,NA,NA,5,0.1156,NA,NA,413.1,6.1,NA,NA,"EBF",FALSE,FALSE
"391","FR-Pue","2011",15004,15052,NA,NA,15055,15088,NA,NA,15123,15118,NA,NA,15136,15171,NA,NA,15147,15192,NA,NA,15231,15256,NA,NA,15247,15296,NA,NA,1,0.2905,NA,NA,5,0.122,NA,NA,412.7,10.6,NA,NA,"EBF",FALSE,FALSE
"392","IT-BCi","2004",12477,12569,NA,NA,12560,12584,NA,NA,12597,12605,NA,NA,12622,12620,NA,NA,12636,12637,NA,NA,12654,12657,NA,NA,12668,12671,NA,NA,3,0.234,NA,NA,12,0.2436,NA,NA,938.8,8.9,NA,NA,"CRO",FALSE,FALSE
"393","IT-BCi","2005",12937,12939,NA,NA,12951,12952,NA,NA,12967,12967,NA,NA,12980,12977,NA,NA,12995,12991,NA,NA,13014,13014,NA,NA,13029,13032,NA,NA,0,0.1599,NA,NA,15,0.402,NA,NA,444.8,20.3,NA,NA,"CRO",FALSE,FALSE
"394","IT-BCi","2006",13286,13302,NA,NA,13302,13321,NA,NA,13320,13341,NA,NA,13335,13353,NA,NA,13353,13368,NA,NA,13375,13385,NA,NA,13391,13398,NA,NA,0,0.1231,NA,NA,17,0.3732,NA,NA,568.7,31.4,NA,NA,"CRO",FALSE,FALSE
"395","IT-BCi","2007",13662,13666,NA,NA,13676,13681,NA,NA,13695,13700,NA,NA,13710,13710,NA,NA,13724,13724,NA,NA,13742,13741,NA,NA,13756,13754,NA,NA,0,0.2002,NA,NA,17,0.3521,NA,NA,579.9,21.6,NA,NA,"CRO",FALSE,FALSE
"396","IT-BCi","2008",NA,NA,14039,14149,NA,NA,14053,14170,NA,NA,14071,14205,NA,NA,14083,14225,NA,NA,14095,14245,NA,NA,14111,14277,NA,NA,NA,NA,0,NA,0,NA,7,NA,19,NA,751.3,NA,581.8,NA,"CRO",FALSE,FALSE
"397","IT-BCi","2009",NA,NA,NA,NA,14441,14592,NA,NA,14459,14614,NA,NA,14470,14626,NA,NA,14483,14642,NA,NA,NA,NA,NA,NA,14514,14385,NA,NA,0,0.2574,NA,NA,13,0.2778,NA,NA,598.9,11,NA,NA,"CRO",FALSE,FALSE
"398","IT-BCi","2010",14790,14911,NA,NA,14805,14951,NA,NA,14822,14987,NA,NA,14833,15006,NA,NA,NA,NA,NA,NA,14866,14724,NA,NA,14885,14739,NA,NA,1,0.2574,NA,NA,16,0.2778,NA,NA,475.7,11,NA,NA,"CRO",FALSE,FALSE
"399","IT-BCi","2011",15109,15112,NA,NA,15123,15128,NA,NA,15141,15146,NA,NA,15154,15160,NA,NA,15166,15179,NA,NA,15187,15205,NA,NA,15206,15224,NA,NA,1,0.1845,NA,NA,17,0.1966,NA,NA,527.6,11.7,NA,NA,"CRO",FALSE,FALSE
"400","IT-BCi","2013",15756,15602,NA,NA,15809,15632,NA,NA,15832,15678,NA,NA,15899,15714,NA,NA,15911,15738,NA,NA,15942,15787,NA,NA,NA,NA,NA,NA,3,0.12,NA,NA,7,0.46,NA,NA,645.2,25.6,NA,NA,"CRO",FALSE,FALSE
"401","IT-BCi","2014",16075,16001,NA,NA,16120,16065,NA,NA,16154,16111,NA,NA,16168,16124,NA,NA,16179,16143,NA,NA,16192,16203,NA,NA,16202,16240,NA,NA,2,0.2834,NA,NA,7,0.2224,NA,NA,373.8,15.2,NA,NA,"CRO",FALSE,FALSE
"402","IT-CA1","2011",15002,14916,NA,NA,15058,14943,NA,NA,15153,15067,NA,NA,15168,15081,NA,NA,15181,15094,NA,NA,15198,15112,NA,NA,15284,15219,NA,NA,3,0.2606,NA,NA,9,0.1688,NA,NA,934.2,16.7,NA,NA,"DBF",FALSE,FALSE
"403","IT-CA1","2012",15421,15390,NA,NA,15453,15406,NA,NA,15471,15446,NA,NA,15481,15459,NA,NA,15491,15472,NA,NA,15506,15498,NA,NA,15643,15544,NA,NA,1,0.2288,NA,NA,11,0.2123,NA,NA,387.6,10.1,NA,NA,"DBF",FALSE,FALSE
"404","IT-CA1","2013",15792,15776,NA,NA,15809,15798,NA,NA,15831,15820,NA,NA,15847,15833,NA,NA,15861,15849,NA,NA,15885,15877,NA,NA,15920,15916,NA,NA,1,0.3592,NA,NA,7,0.167,NA,NA,281.4,6.6,NA,NA,"DBF",FALSE,FALSE
"405","IT-CA1","2014",16116,16115,NA,NA,16172,16139,NA,NA,16253,16171,NA,NA,16270,16188,NA,NA,16293,16203,NA,NA,16336,16224,NA,NA,16364,16327,NA,NA,1,0.3336,NA,NA,7,0.154,NA,NA,581.5,7.6,NA,NA,"DBF",FALSE,FALSE
"406","IT-CA2","2011",15225,15246,NA,NA,15248,15268,NA,NA,15271,15289,NA,NA,15283,15299,NA,NA,15295,15315,NA,NA,15312,15350,NA,NA,15325,15368,NA,NA,0,0.2456,NA,NA,5,0.202,NA,NA,169,21.5,NA,NA,"CRO",FALSE,FALSE
"407","IT-CA2","2012",15384,15390,NA,NA,15404,15402,NA,NA,15425,15431,NA,NA,15439,15453,NA,NA,15452,15467,NA,NA,15467,15494,NA,NA,15480,15538,NA,NA,0,0.211,NA,NA,6,0.205,NA,NA,230.5,9.9,NA,NA,"CRO",FALSE,FALSE
"408","IT-CA2","2013",15764,15777,NA,NA,15785,15796,NA,NA,15807,15818,NA,NA,15821,15832,NA,NA,15836,15848,NA,NA,15858,15872,NA,NA,15878,15913,NA,NA,0,0.3327,NA,NA,12,0.23,NA,NA,477.5,8.9,NA,NA,"CRO",FALSE,FALSE
"409","IT-CA2","2014",15988,16009,NA,NA,16117,16115,NA,NA,16141,16167,NA,NA,16162,16184,NA,NA,16189,16202,NA,NA,16209,16232,NA,NA,16225,16333,NA,NA,1,0.3254,NA,NA,7,0.2007,NA,NA,496.2,16.4,NA,NA,"CRO",FALSE,FALSE
"410","IT-CA3","2012",15403,15394,NA,NA,15433,15414,NA,NA,15505,15448,NA,NA,15518,15464,NA,NA,15534,15483,NA,NA,15625,15518,NA,NA,15661,15554,NA,NA,0,0.2402,NA,NA,6,0.1474,NA,NA,377,7,NA,NA,"DBF",FALSE,FALSE
"411","IT-CA3","2013",15769,15769,NA,NA,15814,15793,NA,NA,15837,15816,NA,NA,15856,15828,NA,NA,15882,15844,NA,NA,15924,15877,NA,NA,15988,15944,NA,NA,1,0.318,NA,NA,9,0.1756,NA,NA,460.6,6.9,NA,NA,"DBF",FALSE,FALSE
